"id","main","width","height","sourcepath","createddate","updateddate","oid","bbqdefid","otype","filesize","id","publicationid"
1454675312252507,1,1920,1080,"/data/content/video/landmark/broadcast/2016/02/05/1454674722708649/1454674722708649_180.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2589888,255,"asset",117608,2589888,272
1454671093275114,1,1920,1080,"/data/content/video/landmark/broadcast/2016/02/05/1454670491347063/1454670491347063_56.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2589806,255,"asset",65449,2589806,272
1454539725887296,1,1920,1080,"/data/content/video/landmark/broadcast/2016/02/03/1454539490325786/1454539490325786_58.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2589128,255,"asset",108730,2589128,272
1454500875634601,1,1920,1080,"/data/content/video/landmark/broadcast/2016/02/03/1454498987838752/1454498987838752_2.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2588921,255,"asset",93265,2588921,272
1459262783243291,1,1920,1080,"/data/content/video/landmark/broadcast/2016/03/29/2611182-1459262052014334/2611182-1459262052014334_20.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2611182,255,"asset",109079,2611182,272
1459262799466507,1,1920,1080,"/data/content/video/landmark/broadcast/2016/03/29/2611183-1459262061765537/2611183-1459262061765537_29.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2611183,255,"asset",70089,2611183,272
1459095675346829,1,1920,1080,"/data/content/video/landmark/broadcast/2016/03/27/1459095344666578/1459095344666578_28.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2610655,255,"asset",156554,2610655,272
1458938262088812,1,1920,1080,"/data/content/video/landmark/broadcast/2016/03/25/1458937888682377/1458937888682377_2.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2610325,255,"asset",102834,2610325,272
1458931983962877,1,1920,1080,"/data/content/video/landmark/broadcast/2016/03/25/1458931756883436/1458931756883436_22.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2610312,255,"asset",98931,2610312,272
1454437253687740,1,1920,1080,"/data/content/video/landmark/broadcast/2016/02/02/1454429075579428/1454429075579428_30.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2588716,255,"asset",83531,2588716,272
1461076890568641,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/19/2620518-1461076589419458/2620518-1461076589419458_50.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2620518,255,"asset",118094,2620518,272
1461078015588853,1,600,325,"/data/content/video/landmark/broadcast/2016/04/19/2620525-1461077977816876.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2620525,255,"asset",45625,2620525,272
1460926926658863,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/17/2619642-1460926839990443/2619642-1460926839990443_4.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2619642,255,"asset",80135,2619642,272
1460928368859670,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/17/2619645-1460927800228967/2619645-1460927800228967_89.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2619645,255,"asset",113160,2619645,272
1460972159755978,1,804,438,"/data/content/video/landmark/broadcast/2016/04/18/c77e51f5d311425cfa37af7b45462cec/2619782-song.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2619782,255,"asset",63845,2619782,272
1460731240083220,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/15/2619084-1460730739599817/2619084-1460730739599817_38.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2619084,255,"asset",100234,2619084,272
1460731256601064,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/15/2619085-1460730749112325/2619085-1460730749112325_34.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2619085,255,"asset",85494,2619085,272
1460738212883174,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/15/2619098-1460737841100067/2619098-1460737841100067_78.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2619098,255,"asset",114645,2619098,272
1460738158230575,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/15/2619099-1460736950818700/2619099-1460736950818700_40.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2619099,255,"asset",118070,2619099,272
1460737437682360,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/15/2619145-1460737130923114/2619145-1460737130923114_36.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2619145,255,"asset",114723,2619145,272
1460746632440545,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/15/2619180-1460746498875256/2619180-1460746498875256_11.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2619180,255,"asset",94738,2619180,272
1461081319203082,1,600,325,"/data/content/video/landmark/broadcast/2016/04/19/0b825b73f2a64fd9bc713ded181ab566/2620556-CorkPlayersNationalSportsCampus_large.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2620556,255,"asset",82285,2620556,272
1461068837266296,1,600,325,"/data/content/video/landmark/broadcast/2016/04/19/e9ff5e9fcbaef9e2f11a8b4e469e4e90/2620451-CanSatStill_large.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2620451,255,"asset",38923,2620451,272
1461068892233235,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/19/2620452-1461068797457968/2620452-1461068797457968_20.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2620452,255,"asset",95802,2620452,272
1461070412728114,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/19/2620466-1461070217907650/2620466-1461070217907650_26.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2620466,255,"asset",101684,2620466,272
1461071577548804,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/19/2620467-1461070317993739/2620467-1461070317993739_84.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2620467,255,"asset",77564,2620467,272
1460998583757129,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/18/2620054-1460998198984435/2620054-1460998198984435_186.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2620054,255,"asset",180365,2620054,272
1461093454166135,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/19/2620652-1461093294399860/2620652-1461093294399860_44.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2620652,255,"asset",114392,2620652,272
1461065419319298,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/19/2620422-1461065288390955/2620422-1461065288390955_2.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2620422,255,"asset",115045,2620422,272
1460986099719557,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/18/2619913-1460985826635778/2619913-1460985826635778_14.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2619913,255,"asset",173575,2619913,272
1458651267581766,1,1920,1080,"/data/content/video/landmark/broadcast/2016/03/22/1458650452449028/1458650452449028_422.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2608266,255,"asset",62402,2608266,272
1458502885518205,1,1920,1080,"/data/content/video/landmark/broadcast/2016/03/20/1458502151362550/1458502151362550_194.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2607570,255,"asset",70098,2607570,272
1458651605253188,1,1920,1080,"/data/content/video/landmark/broadcast/2016/03/22/1458650843073414/1458650843073414_11.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2608287,255,"asset",76472,2608287,272
1458338300407980,1,1920,1080,"/data/content/video/landmark/broadcast/2016/03/18/1458338034309774/1458338034309774_47.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2607126,255,"asset",168777,2607126,272
1458422946957874,1,1920,1080,"/data/content/video/landmark/broadcast/2016/03/19/1458422206527695/1458422206527695_86.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2607387,255,"asset",127455,2607387,272
1458236035399902,1,1920,1080,"/data/content/video/landmark/broadcast/2016/03/17/1458228512953756/1458228512953756_38.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2606399,255,"asset",78865,2606399,272
1458258595050453,1,1920,1080,"/data/content/video/landmark/broadcast/2016/03/17/1458236025233455/1458236025233455_174.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2606529,255,"asset",115500,2606529,272
1458237284857054,1,1920,1080,"/data/content/video/landmark/broadcast/2016/03/17/1458237205347039/1458237205347039_38.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2606541,255,"asset",145121,2606541,272
1458238283372796,1,718,426,"/data/content/video/landmark/broadcast/2016/03/17/c8839453a62338d761524ae9b4a84f6a/Untitled.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2606549,255,"asset",35751,2606549,272
1458238123445656,1,1920,1080,"/data/content/video/landmark/broadcast/2016/03/17/1458238035751179/1458238035751179_24.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2606551,255,"asset",72411,2606551,272
1458248236597168,1,1920,1080,"/data/content/video/landmark/broadcast/2016/03/17/1458248039785054/1458248039785054_30.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2606581,255,"asset",127178,2606581,272
1458295943166889,1,1920,1080,"/data/content/video/landmark/broadcast/2016/03/18/1458294552215514/1458294552215514_25.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2606700,255,"asset",121658,2606700,272
1458295741279809,1,1920,1080,"/data/content/video/landmark/broadcast/2016/03/18/1458294571610028/1458294571610028_102.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2606701,255,"asset",126970,2606701,272
1458295557310347,1,1564,1024,"/data/content/video/landmark/broadcast/2016/03/18/1458295493931311.png","0000-00-00 00:00:00","0000-00-00 00:00:00",2606702,255,"asset",3108603,2606702,272
1458055582258573,1,1920,1080,"/data/content/video/landmark/broadcast/2016/03/15/1458055121947116/1458055121947116_9.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2605193,255,"asset",102522,2605193,272
1458080340535997,1,1920,1080,"/data/content/video/landmark/broadcast/2016/03/15/1458078088425143/1458078088425143_41.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2605335,255,"asset",89304,2605335,272
1458055594259610,1,1920,1080,"/data/content/video/landmark/broadcast/2016/03/15/1458055112465735/1458055112465735_38.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2605192,255,"asset",123985,2605192,272
1458143262430684,1,1920,1080,"/data/content/video/landmark/broadcast/2016/03/16/1458142667836430/1458142667836430_20.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2605720,255,"asset",74855,2605720,272
1458142826256066,1,1920,1080,"/data/content/video/landmark/broadcast/2016/03/16/1458142677775054/1458142677775054_26.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2605721,255,"asset",66099,2605721,272
1458145490695435,1,1920,1080,"/data/content/video/landmark/broadcast/2016/03/16/1458145028459454/1458145028459454_24.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2605776,255,"asset",131341,2605776,272
1458131303222716,1,1920,1080,"/data/content/video/landmark/broadcast/2016/03/16/1458130384053158/1458130384053158_2.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2605564,255,"asset",63263,2605564,272
1454423523113895,1,1920,1080,"/data/content/video/landmark/broadcast/2016/02/02/1454422733337766/1454422733337766_200.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2588615,255,"asset",96806,2588615,272
1458917493429387,1,1920,1080,"/data/content/video/landmark/broadcast/2016/03/25/1458910410544481/1458910410544481_164.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2610147,255,"asset",123607,2610147,272
1458917504613601,1,1920,1080,"/data/content/video/landmark/broadcast/2016/03/25/1458910450334435/1458910450334435_29.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2610148,255,"asset",89036,2610148,272
1458917480344127,1,1920,1080,"/data/content/video/landmark/broadcast/2016/03/25/1458910390471144/1458910390471144_50.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2610146,255,"asset",105467,2610146,272
1458843095578852,1,1920,1080,"/data/content/video/landmark/broadcast/2016/03/24/1458842839891530/1458842839891530_46.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2609871,255,"asset",102674,2609871,272
1460648963164922,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/14/2618582-1460644016759892/2618582-1460644016759892_150.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2618582,255,"asset",131657,2618582,272
1460638606281872,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/14/2618472-1460638255025342/2618472-1460638255025342_21.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2618472,255,"asset",120096,2618472,272
1460628472238184,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/14/2618371-1460628121839673/2618371-1460628121839673_2.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2618371,255,"asset",133822,2618371,272
1458822831131920,1,1920,1080,"/data/content/video/landmark/broadcast/2016/03/24/1458822563650851/1458822563650851_38.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2609665,255,"asset",101743,2609665,272
1453111290977757,1,600,325,"/data/content/video/landmark/broadcast/2016/01/18/1453111218789097.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2579199,255,"asset",35976,2579199,272
1453120182723407,1,1920,1080,"/data/content/video/landmark/broadcast/2016/01/18/1453120066790184/1453120066790184_2.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2579327,255,"asset",124373,2579327,272
1460580004083343,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/13/2618222-1460579529195096/2618222-1460579529195096_94.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2618222,255,"asset",136135,2618222,272
1453211374938779,1,1920,1080,"/data/content/video/landmark/broadcast/2016/01/19/1453211179334489/1453211179334489_32.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2579864,255,"asset",73807,2579864,272
1454352942710966,1,1920,1080,"/data/content/video/landmark/broadcast/2016/02/01/1454352182404053/1454352182404053_21.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2587787,255,"asset",97556,2587787,272
1460560786999125,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/13/2618113-1460559675839348/2618113-1460559675839348_29.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2618113,255,"asset",78514,2618113,272
1460556063167293,1,1191,822,"/data/content/video/landmark/broadcast/2016/04/13/a52c8efdf72ad020a2ca80fb63632c33/2618070-60e04020-5d6a-4da2-b7a3-413a1cc1975f.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2618070,255,"asset",174086,2618070,272
1458821798528983,1,1920,1080,"/data/content/video/landmark/broadcast/2016/03/24/1458820973013263/1458820973013263_62.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2609650,255,"asset",76192,2609650,272
1460493578614492,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/12/2617819-1460493336683265/2617819-1460493336683265_77.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2617819,255,"asset",87011,2617819,272
1460485136644870,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/12/2617656-1460484504432418/2617656-1460484504432418_40.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2617656,255,"asset",83675,2617656,272
1460483748449233,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/12/2617634-1460483103957363/2617634-1460483103957363_17.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2617634,255,"asset",97759,2617634,272
1454270294543069,1,1920,1080,"/data/content/video/landmark/broadcast/2016/01/31/1454269998800563/1454269998800563_80.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2587141,255,"asset",86765,2587141,272
1454241360405107,1,600,333,"/data/content/video/landmark/broadcast/2016/01/31/1454241346380246.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2587020,255,"asset",26440,2587020,272
1460472424415391,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/12/2617464-1460472061339766/2617464-1460472061339766_42.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2617464,255,"asset",87984,2617464,272
1454174863223945,1,1920,1080,"/data/content/video/landmark/broadcast/2016/01/30/1454174803763290/1454174803763290_36.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2586938,255,"asset",78073,2586938,272
1454112978034878,1,1920,1080,"/data/content/video/landmark/broadcast/2016/01/30/1454112067523440/1454112067523440_22.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2586803,255,"asset",100669,2586803,272
1454112952135519,1,1920,1080,"/data/content/video/landmark/broadcast/2016/01/30/1454111707397236/1454111707397236_40.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2586802,255,"asset",116123,2586802,272
1454111861151614,1,1920,1080,"/data/content/video/landmark/broadcast/2016/01/30/1454111547437369/1454111547437369_182.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2586801,255,"asset",100363,2586801,272
1454115866752796,1,1920,1080,"/data/content/video/landmark/broadcast/2016/01/29/1454103985014182/1454103985014182_2.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2586780,255,"asset",96386,2586780,272
1445595775678099,1,1920,1080,"/data/content/video/landmark/broadcast/2015/10/23/1445595310775842/1445595310775842_16.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2532946,255,"asset",63434,2532946,272
1460460794754818,1,600,325,"/data/content/video/landmark/broadcast/2016/04/12/2617294-1460457909124706.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2617294,255,"asset",46482,2617294,272
1445593436329837,1,1920,1080,"/data/content/video/landmark/broadcast/2015/10/23/1445593339922327/1445593339922327_28.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2532938,255,"asset",63109,2532938,272
1454085524312432,1,600,325,"/data/content/video/landmark/broadcast/2016/01/29/1454085513113911.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2586584,255,"asset",85283,2586584,272
1460389919386728,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/11/2616936-1460389319159873/2616936-1460389319159873_11.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2616936,255,"asset",119216,2616936,272
1460324100022514,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/10/252923f317a001e16e1a7b94afcb4ce3/2616496-screenshot.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2616496,255,"asset",305990,2616496,272
1458773082106241,1,1920,1080,"/data/content/video/landmark/broadcast/2016/03/23/1458772378147998/1458772378147998_2.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2609436,255,"asset",90725,2609436,272
1460300862052962,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/10/2616307-1460300744688147/2616307-1460300744688147_2.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2616307,255,"asset",77868,2616307,272
1460296927911953,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/10/2616203-1460296843140314/2616203-1460296843140314_10.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2616203,255,"asset",101088,2616203,272
1460313159357724,1,300,160,"/data/content/video/landmark/broadcast/2016/04/10/2616194-1460312982402554.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2616194,255,"asset",49860,2616194,272
1460975645125473,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/14/2618710-1460660100991545/2618710-1460660100991545_2.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2618710,255,"asset",102487,2618710,272
1460216731735990,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/09/2615884-1460216474402672/2615884-1460216474402672_54.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2615884,255,"asset",107520,2615884,272
1460654331578732,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/14/2618677-1460653419606573/2618677-1460653419606573_140.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2618677,255,"asset",186083,2618677,272
1460059077737363,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/07/2615205-1460058877421364/2615205-1460058877421364_84.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2615205,255,"asset",89844,2615205,272
1460042993117991,1,600,325,"/data/content/video/landmark/broadcast/2016/04/07/2615075-1460042968118521.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2615075,255,"asset",31008,2615075,272
1460040650108285,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/07/2615061-1460039159660166/2615061-1460039159660166_80.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2615061,255,"asset",136493,2615061,272
1460040752481056,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/07/2615057-1460038899665742/2615057-1460038899665742_92.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2615057,255,"asset",111005,2615057,272
1460029341503131,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/07/2614908-1460028847020765/2614908-1460028847020765_12.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2614908,255,"asset",106226,2614908,272
1460649956209807,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/14/2618647-1460649778303499/2618647-1460649778303499_38.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2618647,255,"asset",74821,2618647,272
1459957763037038,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/06/2614547-1459957145099163/2614547-1459957145099163_18.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2614547,255,"asset",100325,2614547,272
1459952648410632,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/06/2614489-1459952372972845/2614489-1459952372972845_9.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2614489,255,"asset",89303,2614489,272
1459952666619678,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/06/2614490-1459952374420115/2614490-1459952374420115_38.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2614490,255,"asset",81821,2614490,272
1439309724766287,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/11/1439309518045236/1439309518045236_2.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2501703,255,"asset",132277,2501703,272
1459893027416797,1,1920,1080,"/data/content/video/landmark/broadcast/2016/04/05/2614138-1459892942326556/2614138-1459892942326556_7.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2614138,255,"asset",84563,2614138,272
