"id","main","width","height","sourcepath","createddate","updateddate","oid","bbqdefid","otype","filesize","id","publicationid"
1435949177712181,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/03/1435949103399638/1435949103399638_2.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2473887,255,"asset",65015,2473887,272
1435957553132714,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/03/1435957316265820/1435957316265820_98.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2473914,255,"asset",112315,2473914,272
1436202442771427,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/06/1436199924380489/1436199924380489_60.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2474717,255,"asset",125338,2474717,272
1436202457777431,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/06/1436199924890661/1436199924890661_86.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2474718,255,"asset",82877,2474718,272
1436285905753860,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/07/1436285813215335/1436285813215335_11.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2475153,255,"asset",83953,2475153,272
1436381611654239,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/08/1436381432224162/1436381432224162_65.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2475616,255,"asset",89344,2475616,272
1436453896715988,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/09/1436453724910356/1436453724910356_54.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2476124,255,"asset",112470,2476124,272
1436781257696994,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/10/1436481153460161/1436481153460161_22.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2476254,255,"asset",92034,2476254,272
1436781239244925,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/10/1436481193578633/1436481193578633_71.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2476255,255,"asset",61466,2476255,272
1438107582874645,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/28/1438103016099311/1438103016099311_66.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2493163,255,"asset",116078,2493163,272
1438086704126643,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/27/1438027356340972/1438027356340972_38.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2492791,255,"asset",105137,2492791,272
1436715086656753,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/12/1436714372505342/1436714372505342_40.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2480342,255,"asset",120852,2480342,272
1436716790313986,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/12/1436716683305452/1436716683305452_21.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2480350,255,"asset",127829,2480350,272
1436726851415903,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/12/1436726496472669/1436726496472669_154.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2480468,255,"asset",71388,2480468,272
1436891838952747,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/14/1436889708888868/1436889708888868_22.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2485127,255,"asset",95595,2485127,272
1436976457840621,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/15/1436976241520628/1436976241520628_179.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2485693,255,"asset",89457,2485693,272
1436980403670634,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/15/1436980093586241/1436980093586241_22.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2485726,255,"asset",91002,2485726,272
1436994940009141,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/15/1436994480583200/1436994480583200_28.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2485765,255,"asset",103362,2485765,272
1437054745164129,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/16/1437054321428149/1437054321428149_166.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2486296,255,"asset",143818,2486296,272
1437060588390021,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/16/1437058803673730/1437058803673730_296.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2486372,255,"asset",104357,2486372,272
1438102653106096,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/28/1438096343368866/1438096343368866_22.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2493061,255,"asset",92883,2493061,272
1438027387226251,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/27/1438018092943299/1438018092943299_46.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2492769,255,"asset",117636,2492769,272
1437143191946211,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/17/1437143054550988/1437143054550988_38.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2486983,255,"asset",99750,2486983,272
1437150777437308,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/17/1437147907798080/1437147907798080_36.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2487045,255,"asset",124617,2487045,272
1437151768120820,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/17/1437151679029517/1437151679029517_65.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2487111,255,"asset",119624,2487111,272
1437308831734947,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/19/1437308227976312/1437308227976312_187.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2488042,255,"asset",107254,2488042,272
1437992307933291,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/27/1437991792442922/1437991792442922_23.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2492440,255,"asset",71171,2492440,272
1437427543358814,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/20/1437424242630550/1437424242630550_2.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2489018,255,"asset",101369,2489018,272
1437427572522657,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/20/1437424282675472/1437424282675472_20.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2489019,255,"asset",120518,2489019,272
1437429935286327,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/21/1437429755309508/1437429755309508_2.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2489030,255,"asset",106193,2489030,272
1437430123888387,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/21/1437429814945356/1437429814945356_47.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2489058,255,"asset",100215,2489058,272
1437994778626074,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/27/1437994433439069/1437994433439069_46.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2492457,255,"asset",131656,2492457,272
1437479601835461,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/21/1437479316060482/1437479316060482_2.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2489287,255,"asset",105394,2489287,272
1438247270681794,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/30/1438246125134610/1438246125134610_2.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2494320,255,"asset",143368,2494320,272
1437488092753055,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/21/1437487779579991/1437487779579991_2.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2489451,255,"asset",105394,2489451,272
1437489819665071,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/21/1437489300282916/1437489300282916_47.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2489481,255,"asset",111055,2489481,272
1437500209419737,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/21/1437500074694389/1437500074694389_95.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2489599,255,"asset",164672,2489599,272
1437563748780465,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/22/1437563551251093/1437563551251093_422.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2490858,255,"asset",56870,2490858,272
1437658008576942,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/23/1437657671968484/1437657671968484_2.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2491382,255,"asset",56635,2491382,272
1437658149516667,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/23/1437658051650731/1437658051650731_22.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2491385,255,"asset",97827,2491385,272
1437667268289015,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/23/1437666504970231/1437666504970231_34.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2491473,255,"asset",132477,2491473,272
1437786390014080,1,1044,695,"/data/content/video/landmark/broadcast/2015/07/25/1437786299849391.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2491980,255,"asset",111521,2491980,272
1437910492693470,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/25/1437834660988718/1437834660988718_4.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2492099,255,"asset",100834,2492099,272
1437929788306215,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/26/1437929287873035/1437929287873035_35.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2492311,255,"asset",104584,2492311,272
1437931682633161,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/26/1437931368758131/1437931368758131_58.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2492321,255,"asset",132955,2492321,272
1437931856809452,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/26/1437931378708496/1437931378708496_58.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2492322,255,"asset",132857,2492322,272
1437944911100453,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/26/1437944573828172/1437944573828172_2.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2492336,255,"asset",137733,2492336,272
1438598367703003,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/30/1438268354037535/1438268354037535_59.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2494746,255,"asset",77196,2494746,272
1438334681219564,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/30/1438273875941696/1438273875941696_114.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2494843,255,"asset",185777,2494843,272
1438767468197466,1,1920,1080,"/data/content/video/landmark/broadcast/2015/07/31/1438335030936238/1438335030936238_78.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2495045,255,"asset",108128,2495045,272
1438591951409021,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/02/1438531136140064/1438531136140064_28.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2497619,255,"asset",85369,2497619,272
1438595172067612,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/03/1438592937502231/1438592937502231_49.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2497855,255,"asset",97552,2497855,272
1438697176027347,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/04/1438696824180477/1438696824180477_89.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2498467,255,"asset",93434,2498467,272
1438699973390654,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/04/1438699634777138/1438699634777138_26.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2498478,255,"asset",76969,2498478,272
1438703138577391,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/04/1438702895807975/1438702895807975_74.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2498515,255,"asset",66152,2498515,272
1438776716568126,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/05/1438771230990751/1438771230990751_125.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2498718,255,"asset",145140,2498718,272
1439320188006264,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/05/1438774829925586/1438774829925586_90.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2498727,255,"asset",142943,2498727,272
1438952543925455,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/07/1438952211405579/1438952211405579_102.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2499801,255,"asset",168004,2499801,272
1439130950009075,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/07/1438956482291180/1438956482291180_35.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2499847,255,"asset",105978,2499847,272
1439159758679888,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/09/1439152867787295/1439152867787295_50.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2501036,255,"asset",90265,2501036,272
1439159774529686,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/10/1439158599884905/1439158599884905_36.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2501038,255,"asset",134870,2501038,272
1439203182580959,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/10/1439202763885909/1439202763885909_56.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2501120,255,"asset",107841,2501120,272
1439204157302310,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/10/1439202813766401/1439202813766401_17.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2501121,255,"asset",58581,2501121,272
1439406346899013,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/12/1439405080203198/1439405080203198_87.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2502129,255,"asset",78457,2502129,272
1439473078879030,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/13/1439470722185575/1439470722185575_297.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2502585,255,"asset",97083,2502585,272
1439475404089602,1,600,325,"/data/content/video/landmark/broadcast/2015/08/13/1439475364792577.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2502591,255,"asset",18846,2502591,272
1439476587994585,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/13/1439471882545689/1439471882545689_80.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2502592,255,"asset",107899,2502592,272
1439477047260218,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/13/1439472122692949/1439472122692949_134.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2502593,255,"asset",115726,2502593,272
1439475968040086,1,600,325,"/data/content/video/landmark/broadcast/2015/08/13/1439475887166769.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2502648,255,"asset",91162,2502648,272
1439477658972265,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/13/1439477104313794/1439477104313794_38.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2502701,255,"asset",77947,2502701,272
1439480581911121,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/13/1439480025828567/1439480025828567_35.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2502753,255,"asset",72915,2502753,272
1439482049388430,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/13/1439481445829996/1439481445829996_56.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2502767,255,"asset",146401,2502767,272
1439488251764470,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/13/1439487207983320/1439487207983320_68.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2502807,255,"asset",101699,2502807,272
1439503418701607,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/13/1439503004064619/1439503004064619_50.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2502854,255,"asset",95502,2502854,272
1439503282878455,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/13/1439503083720430/1439503083720430_97.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2502855,255,"asset",68084,2502855,272
1439544935159038,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/14/1439544588792840/1439544588792840_38.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2502927,255,"asset",99617,2502927,272
1439545001483469,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/14/1439544669278995/1439544669278995_19.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2502928,255,"asset",64194,2502928,272
1439545261937810,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/14/1439544729412339/1439544729412339_2.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2502929,255,"asset",102306,2502929,272
1439545103871535,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/14/1439544758898157/1439544758898157_2.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2502930,255,"asset",103370,2502930,272
1439545171495027,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/14/1439544798873261/1439544798873261_12.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2502931,255,"asset",56071,2502931,272
1439547047124709,1,720,372,"/data/content/video/landmark/broadcast/2015/08/14/1439546991620860.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2502950,255,"asset",25198,2502950,272
1439557683990508,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/14/1439552631847700/1439552631847700_18.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2503012,255,"asset",100224,2503012,272
1439557907378065,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/14/1439552811835081/1439552811835081_20.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2503013,255,"asset",74509,2503013,272
1439559045384231,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/14/1439552812307211/1439552812307211_13.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2503014,255,"asset",73393,2503014,272
1439559294222615,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/14/1439552841690429/1439552841690429_12.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2503015,255,"asset",78121,2503015,272
1439571183632387,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/14/1439569487120309/1439569487120309_45.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2503299,255,"asset",140735,2503299,272
1439574976329503,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/14/1439574178423040/1439574178423040_46.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2503327,255,"asset",96716,2503327,272
1439575963605775,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/14/1439574358571845/1439574358571845_54.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2503328,255,"asset",123238,2503328,272
1439742712524798,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/16/1439742645695793/1439742645695793_39.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2503451,255,"asset",120111,2503451,272
1439666186899001,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/15/1439665430562328/1439665430562328_152.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2503521,255,"asset",64304,2503521,272
1439666229259703,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/15/1439665620551141/1439665620551141_166.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2503523,255,"asset",82118,2503523,272
1439669844424737,1,600,325,"/data/content/video/landmark/broadcast/2015/08/15/1439669818244915.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2503534,255,"asset",36752,2503534,272
1439750504504466,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/16/1439750317720618/1439750317720618_2.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2503723,255,"asset",108484,2503723,272
1439804966646403,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/17/1439804605669396/1439804605669396_34.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2503825,255,"asset",97138,2503825,272
1439806677875298,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/17/1439806426338154/1439806426338154_2.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2503878,255,"asset",88883,2503878,272
1439806755603530,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/17/1439806546301122/1439806546301122_2.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2503879,255,"asset",86050,2503879,272
1439807262292151,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/17/1439807096488557/1439807096488557_14.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2503880,255,"asset",93063,2503880,272
1439807289613401,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/17/1439807236854111/1439807236854111_2.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2503881,255,"asset",88883,2503881,272
1439807818772275,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/17/1439807569126001/1439807569126001_82.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2503892,255,"asset",72484,2503892,272
1439808673453948,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/17/1439808556988125/1439808556988125_35.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2503899,255,"asset",87621,2503899,272
1439824956189067,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/17/1439824742925847/1439824742925847_42.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2504067,255,"asset",70880,2504067,272
1439832223557362,1,600,325,"/data/content/video/landmark/broadcast/2015/08/17/1439832208781101.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2504168,255,"asset",31417,2504168,272
1439896441163592,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/18/1439896377253830/1439896377253830_8.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2504395,255,"asset",122890,2504395,272
1439906308854810,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/18/1439906220256955/1439906220256955_23.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2504520,255,"asset",83237,2504520,272
1439912166444284,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/18/1439911982713895/1439911982713895_53.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2504576,255,"asset",82449,2504576,272
1439989329379815,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/19/1439988846324563/1439988846324563_142.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2504887,255,"asset",87408,2504887,272
1439990661172073,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/19/1439989576593531/1439989576593531_28.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2504890,255,"asset",132885,2504890,272
1439991978226596,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/19/1439991687323390/1439991687323390_54.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2504930,255,"asset",106566,2504930,272
1439993846770519,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/19/1439993298158834/1439993298158834_18.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2504988,255,"asset",100798,2504988,272
1440008169078642,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/19/1440007902320099/1440007902320099_106.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2505129,255,"asset",150171,2505129,272
1440068081753021,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/20/1440067281673932/1440067281673932_15.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2505287,255,"asset",71650,2505287,272
1440068889180419,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/20/1440068522049759/1440068522049759_2.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2505290,255,"asset",89524,2505290,272
1440073471392069,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/20/1440072163000519/1440072163000519_12.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2505324,255,"asset",52054,2505324,272
1440078674258389,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/20/1440078004704240/1440078004704240_35.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2505375,255,"asset",71835,2505375,272
1440092017400468,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/20/1440091909644877/1440091909644877_104.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2505502,255,"asset",91567,2505502,272
1440092028516079,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/20/1440089678438795/1440089678438795_2.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2505503,255,"asset",93018,2505503,272
1440151283556144,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/21/1440151097908042/1440151097908042_2.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2505672,255,"asset",122192,2505672,272
1440151351293071,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/21/1440151107904966/1440151107904966_44.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2505673,255,"asset",73306,2505673,272
1440151396708863,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/21/1440151127768864/1440151127768864_2.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2505674,255,"asset",91042,2505674,272
1440151432542753,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/21/1440151147873270/1440151147873270_20.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2505676,255,"asset",92699,2505676,272
1440151472860662,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/21/1440151167739249/1440151167739249_2.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2505677,255,"asset",89524,2505677,272
1440151554989510,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/21/1440151168612707/1440151168612707_41.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2505679,255,"asset",84343,2505679,272
1440163844921793,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/21/1440159450774993/1440159450774993_298.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2505866,255,"asset",93874,2505866,272
1440163832001244,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/21/1440163424702687/1440163424702687_63.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2505936,255,"asset",90951,2505936,272
1440167585808661,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/21/1440163451888081/1440163451888081_11.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2505937,255,"asset",64915,2505937,272
1440166288275730,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/21/1440165832655652/1440165832655652_28.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2505962,255,"asset",147543,2505962,272
1440168456605583,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/21/1440168323526818/1440168323526818_54.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2505989,255,"asset",70371,2505989,272
1440174533424535,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/21/1440173415284844/1440173415284844_92.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2506058,255,"asset",98444,2506058,272
1440438853479044,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/21/1440190500539254/1440190500539254_74.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2506183,255,"asset",101982,2506183,272
1440334889178591,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/23/1440331085147820/1440331085147820_2.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2506431,255,"asset",50829,2506431,272
1440424234634564,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/23/1440353422469007/1440353422469007_46.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2506549,255,"asset",118092,2506549,272
1440416317800774,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/24/1440416083214835/1440416083214835_22.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2507068,255,"asset",80367,2507068,272
1440416758045717,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/24/1440416602432275/1440416602432275_2.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2507076,255,"asset",82401,2507076,272
1440434558822795,1,1920,1080,"/data/content/video/landmark/broadcast/2015/08/24/1440434387923206/1440434387923206_20.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00",2507717,255,"asset",137371,2507717,272
